회원번호,preperiod_제철구매비율,treatment_h4,p_control_logit,p_treated_logit,uplift_logit,p_control_rf,p_treated_rf,uplift_rf
38859072,0.0,0.0,0.11915218772812827,0.12809914585187124,0.008946958123742965,0.13326424730168177,0.14127037792232813,0.008006130620646368
38862784,0.1022727272727272,0.0,0.7896654009731989,0.8146853418762815,0.02501994090308257,0.8079265741985943,0.8832669697933947,0.07534039559480044
38866496,0.5,,0.06906310144780854,0.05176915208496395,-0.01729394936284459,0.119404034276225,0.15838383383600205,0.038979799559777054
38903616,0.0588235294117647,0.0,0.44953637428627347,0.43355955021066095,-0.015976824075612517,0.4103922722197117,0.5484438503900149,0.13805157817030317
38918464,0.1717557251908397,1.0,0.9638211958580016,0.9731874416907521,0.009366245832750475,0.9183558614296596,0.9324054930102648,0.014049631580605126
38933312,0.2439024390243902,0.0,0.5812913934034875,0.5951984718051626,0.013907078401675155,0.6187144095672692,0.6351898389370535,0.0164754293697843
38955584,0.0294117647058823,0.0,0.5379521059389907,0.595512886548748,0.057560780609757334,0.55226281015502,0.5321121791974539,-0.020150630957566085
38959296,0.1276978417266187,0.0,0.9889223277260112,0.9922559818698605,0.0033336541438493406,0.9557590387619475,0.9118861035513244,-0.043872935210623076
38968576,0.0,0.0,0.1958770923162263,0.19702137518958843,0.001144282873362129,0.2245720433917003,0.18026237275668475,-0.04430967063501556
39053952,0.0625,,0.7865616084332024,0.8321037669896433,0.04554215855644084,0.7477165783191597,0.7943593431139245,0.04664276479476481
39284096,0.0,0.0,0.053492034780709026,0.043130851573635276,-0.01036118320707375,0.07468039593061465,0.08425840933210786,0.00957801340149321
39287808,0.0,0.0,0.06957548185225518,0.05238987106738579,-0.01718561078486939,0.08947342520157826,0.10934913398016492,0.01987570877858666
39376896,0.0,0.0,0.08559914710887259,0.06106929191161347,-0.024529855197259122,0.08259930688252946,0.07603418809908585,-0.00656511878344361
39382464,0.0955882352941176,0.0,0.9563811492578619,0.9621239774757139,0.005742828217851992,0.9119181185550472,0.9186376012996783,0.006719482744631078
39547648,0.0,,0.06235871655567133,0.056502256453748866,-0.005856460101922464,0.09246000998063728,0.12022247062181257,0.027762460641175296
39640448,0.1304347826086956,,0.23562008942332727,0.23507638605108647,-0.0005437033722408002,0.31605735902423626,0.29050911050096656,-0.0255482485232697
39653440,0.057471264367816,0.0,0.8751989589723194,0.9031790669069195,0.02798010793460015,0.8783086739921524,0.8749088226692935,-0.0033998513228589156
39820480,0.0857142857142857,1.0,0.8149827323642435,0.8471669989016853,0.032184266537441886,0.8245980498463039,0.8371031038736583,0.012505054027354356
39955968,0.0,0.0,0.06785683296170754,0.0726590709384499,0.0048022379767423545,0.1087545814718917,0.1473321665522837,0.03857758508039201
40124864,0.1428571428571428,0.0,0.14448299248183474,0.11792725593260281,-0.026555736549231934,0.20137174571165226,0.20256239225075806,0.0011906465391058052
40822720,0.0,0.0,0.042479107187430205,0.03338815305416676,-0.009090954133263447,0.07986070126781848,0.08084809216447512,0.0009873908966566425
40898816,0.0,0.0,0.06625493909007328,0.06639727105481186,0.00014233196473857623,0.0950769438459718,0.16368767458101097,0.06861073073503916
